x,y
0.0,0.0
0.0276565147829354,0.0030913639253247094
0.05428388066649154,0.01228892441250245
0.0788741893013208,0.027364508579127107
0.10046164528393174,0.04794254144875768
0.11814270810380727,0.07350703397183615
0.1310951529780754,0.10341120411505639
0.138595717135784,0.1368895718951462
0.14003602067385743,0.17307232802707795
0.13493647865930142,0.21100173775703196
0.12295795327944953,0.2496503070518461
0.10391093105642533,0.2879404081589577
0.0777620498932713,0.3247650361105391
0.044637843402468784,0.3590093474288631
0.004825614932223844,0.3895726174265852
-0.04122859973487943,0.4153902433337161
-0.09292497459530492,0.43545541718525893
-0.14951768654023195,0.4488400950444169
-0.21012545834918683,0.45471489770116585
-0.2737447048298621,0.45236759237060464
-0.33926509168199803,0.4412198249274559
-0.40548727567277504,0.420841797574384
-0.4711425570657608,0.3909646171926274
-0.5349141415428074,0.3514900745272209
-0.5954596796397735,0.30249765330863587
-0.6514347274593013,0.24424861083735547
-0.701516753531867,0.17718701683192092
-0.7444293034965432,0.1019376847921607
-0.7789659270083941,0.01930097904904505
-0.8040134701058944,-0.06975546967410728
-0.8185743412546648,-0.1641080577280193
-0.8217873703970218,-0.262491379706131
-0.8129468974625043,-0.3635150986467997
-0.7915197497242318,-0.46568329150865256
-0.7571597958233331,-0.5674160040217983
-0.7097197978481966,-0.6670727104992236
-0.649260321087312,-0.7629773399079103
-0.5760555034415001,-0.8534445000049561
-0.4905955323853363,-0.9368065071303742
-0.393585726153269,-1.0114408107312542
-0.28594216679013235,-1.075797389206444
-0.16878388510687273,-1.1284256874556369
-0.04342165065165903,-1.1680006667495342
0.08865652724160246,-1.1933475442732597
0.2258030292215473,-1.203464812902537
0.36623117804742,-1.1975451513251947
0.5080384567281945,-1.1749938602987482
0.6492320916295005,-1.13544449232565
0.7877566587059228,-1.078771378930779
0.9215233347599362,-1.0050988015572602
1.0484403845030479,-0.9148065982965522
1.1664444487180554,-0.8085320486073819
1.2735321794350403,-0.6871679311654315
1.367791755095121,-0.5518567052800859
1.4474338024520597,-0.4039808231336102
1.510821252625179,-0.24514923762902746
1.5564976663420336,-0.07718022804447433
1.5832135779706082,0.09791927785476114
1.5899504293123436,0.27797765193303425
1.575941692083685,0.46068549866199426
1.5406908122321945,0.6436252389320868
1.4839856492972157,0.8243029661542929
1.4059091294297708,1.0001821564306896
1.3068458808447618,1.168718780367026
1.187484674729009,1.3273973359307887
1.0488165522437962,1.4737673001062523
0.8921285784566586,1.6054794823591716
0.7189932259849151,1.7203217553984564
0.5312534539694146,1.8162536386118417
0.3310036108350118,1.891439216955399
0.12056635123849867,1.944277892985182
-0.09753418223871012,1.973432492019375
-0.3206026046052932,1.9778542698909096
-0.5458055991608579,1.9568044090696441
-0.770207881716353,1.9098716316752307
-0.9908103621096324,1.8369856065467003
-1.2045900080180796,1.7384258814732532
-1.4085408837036424,1.6148261302318643
-1.5997158109069434,1.4671735664574634
-1.7752680810853343,1.2968034417641707
-1.9324926379157732,1.1053886130630646
-2.06886614670377,0.8949242327645993
-2.1820853731918084,0.6677076845658981
-2.2701033082705244,0.42631395584322457
-2.331162497175341,0.17356670433557808
-2.363825061699449,-0.08749465913529485
-2.366998941457462,-0.3536514896356269
-2.339959924871314,-0.6215455904009206
-2.2823690917951507,-0.8877215691977072
-2.1942853469254895,-1.1486713347169968
-2.076172785643191,-1.400880160863352
-1.9289027009094526,-1.6408737160626867
-1.7537501104231212,-1.865265431837777
-1.5523847565144073,-2.070803570312362
-1.3268566062267275,-2.2544173443108457
-1.0795759547142778,-2.4132614465162914
-0.8132883104275734,-2.544758355809997
-0.5310443145339256,-2.6466378093969776
-0.23616501859303102,-2.7169728584563755
0.06779708733151545,-2.754211962557339
0.37710084017231627,-2.7572066235443016
0.6878624485620048,-2.7252341125022412
0.9961042500602486,-2.658014903136095
1.2978055689241728,-2.5557244907123438
1.5889550248237103,-2.4189993467966158
1.865603613573316,-2.248936835479463
2.1239178604151063,-2.047088995643534
2.3602323350348327,-1.81545017506232
2.5711008155919477,-1.5564385846619755
2.7533453967427515,-1.2728719240221051
2.904102853947705,-0.9679373110221693
3.0208676031672606,-0.645155828339197
3.101530631120894,-0.30834207616801734
3.1444138162408537,0.038440807006959135
3.1482991137993768,0.39093012653724896
3.1124521398115155,0.7447160265654723
3.036639756488987,1.0952966538291542
2.921141336414031,1.4381354003333235
2.7667534622935253,1.7687194975424867
2.5747879031383363,2.0826192066088027
2.3470627949174703,2.3755468307449825
2.0858870430326957,2.6434147675314437
1.794038054177135,2.882391820951429
1.4747329950862635,3.0889570053721
1.1315938641569234,3.2599500964934545
0.7686067477011331,3.3926182172898693
0.39007571454090506,3.4846577898524616
0.000571879600115347,3.534251236350455
-0.39512176197328214,3.540097873481013
-0.7920690648319062,3.501438514060522
-1.1852423065060629,3.418073366000258
-1.5695858355210939,3.2903729018741186
-1.940080989203337,3.1192814605984642
-2.2918114486693724,2.906313435295086
-2.620028182002822,2.6535419970199596
-2.9202131211366145,2.3635804014820216
-3.1881407236758297,2.039556023878851
-3.4199365878692425,1.6850773642501224
-3.6121323170702957,1.3041943610010949
-3.7617158690755725,0.9013524421962934
-3.8661766752989988,0.48134083161668495
-3.923544874297433,0.049235708208222796
-3.932424073035033,-0.3896611077149761
-3.892017126656626,-0.8298872013755787
-3.8021445125101287,-1.2658875455626848
-3.663254965681081,-1.692084571746439
-3.476428140247525,-2.102949446709099
-3.243369161616349,-2.4930736447338027
-2.9663950393805965,-2.8572398906079597
-2.648413015806838,-3.190491545840987
-2.292891030953742,-3.48819951973309
-1.9038205901514182,-3.746125808272847
-1.4856724217515171,-3.9604827971371366
-1.043345411324304,-4.127987510010451
-0.5821093915034876,-4.245910039567544
-0.10754245318968426,-4.312115465159061
0.37453647738171286,-4.3250986377444836
0.8581389812334662,-4.284011298034201
1.3371815342894349,-4.188681087111141
1.8055620160418313,-4.039622108866869
2.2572373772800645,-3.83803680917242
2.6863014790736273,-3.5858090464907226
3.087062101910573,-3.285488341238228
3.4541161234601487,-2.9402654051796357
3.7824218759892334,-2.553939166022173
4.067367719988418,-2.130875614681037
4.304835908854852,-1.6759589119378009
4.491260870166127,-1.194535295958252
4.623681091630646,-0.6923504309668513
4.699783873520876,-0.1754809289491042
4.7179422934421815,0.3497391406919626
4.67724382267339,0.8767958652265961
4.577510134917649,1.399076275495794
4.419307756887031,1.9099513036836668
4.203949324373201,2.402859871466601
3.9334853259045635,2.871393042523981
3.6106863372647644,3.3093771613843295
3.239015872505706,3.7109549023642754
2.8225940990586986,4.0706631680463055
2.366152784547187,4.383506806267728
1.8749819593639938,4.645027157707833
1.3548688904547443,4.851364502437562
0.8120300665586722,4.99931354263456
0.253036991983232,5.086371139296235
-0.31526332649816674,5.110775612276245
-0.8858322380520808,5.0715370142469025
-1.45152662455969,4.968457899036807
-2.005188316038001,4.8021442218733315
-2.5397346255709516,4.574006131931207
-3.0482488592050188,4.2862485447214675
-3.5240696453177742,3.9418515116511483
-3.960877931760659,3.544540534895138
-4.352780517693312,3.0987471058738034
-4.694389020366087,2.609559873440006
-4.9808932248719975,2.0826669716826998
-5.208127826599019,1.5242901554206512
-5.372631651099602,0.9411115024190206
-5.471698523513321,0.3401935436215279
-5.503419058518813,-0.2711062251410771
-5.466712750885233,-0.8852254157035907
-5.361349864731748,-1.4944903018226
-5.1879627451499495,-2.0912116977773927
-4.948046307353554,-2.667781963473635
-4.6439475943572885,-3.216771912688376
-4.278844432648057,-3.7310263909979806
-3.8567133546428076,-4.203757295522333
-3.3822870951510633,-4.62863282996226
-2.861002104792382,-4.9998618253685345
-2.298936654598475,-5.312272009319879
-1.7027402311344095,-5.56138117316857
-1.079555038749691,-5.743460268002813
-0.4369305334472577,-5.855587554059737
0.21726799012347278,-5.895693034408104
0.8749556522191083,-5.862592520550513
1.5279279043281333,-5.756010803767361
2.1679628734655103,-5.576593540003985
2.786924857859343,-5.3259075962406905
3.37686767160269,-5.006429750842864
3.9301365263797727,-4.621523787554109
4.439467145554916,-4.175406170710362
4.898080829781069,-3.673100636034266
5.299774233676634,-3.1203821751316854
5.639002669653991,-2.5237110306961337
5.910955827071855,-1.8901574516185324
6.111624881733385,-1.227318080957213
6.237860071374877,-0.543224963398347
6.287417926013977,0.15375173910224885
6.258997466509349,0.855006145753862
6.15226481892931,1.5518029169009193
5.9678658347012945,2.2353860635054508
5.707426455268222,2.8970889508379614
5.373540713266164,3.5284441146728227
4.969746418143903,4.121291499234334
4.500488730703011,4.667883734694909
3.9710719862585395,5.160987098215534
3.38760027801799,5.593976846147037
